# prodcon: ms
# configuration:  -c 4000 -operations 1000000
# recorded at: Wed Nov 18 12:02:46 CET 2015
2 832 74.897
10 1294 984.098
20 795 98.3011
30 680.3 49.4998
40 634.3 31.0414
50 524.5 11.5302
60 568.9 46.1578
70 578.3 30.9338
80 505.7 59.9241
