# prodcon: sc-disconn-ms
# configuration: -p 40 -sc_disconn_seed 13 -c 4000 -operations 1000000
# recorded at: Thu Nov 19 22:50:13 CET 2015
2 915.4 10.7517
10 4594 16.4722
20 9192.3 21.2292
30 13774.1 15.6947
40 18319.6 23.2675
50 18269.6 186.256
60 21501.6 227.91
70 24398.2 181.078
80 24848.8 386.803
