# prodcon: sc-disconn-ms
# configuration: -p 40 -sc_disconn_seed 13 -c 4000 -operations 1000000
# recorded at: Tue Nov 17 16:40:12 CET 2015
2 706.3 10.3177
10 2701.6 145.9
20 4573.6 105.357
30 4292 265.712
40 5729.9 112.95
50 7392.3 168.489
60 9490 635.608
70 12455.5 278.519
80 17223.8 748.45
